film name,year,genre,rating,sentiment
Guardians of the Galaxy,2014,Comedy ,9,-0.043676017
Guardians of the Galaxy,2014,Comedy ,7,-0.341970539
Guardians of the Galaxy,2014,Comedy ,7,-0.114921291
Guardians of the Galaxy,2014,Comedy ,10,0.012841156775721192
Guardians of the Galaxy,2014,Comedy ,9,0.042451637
Guardians of the Galaxy,2014,Comedy ,9,0.28006823644580825
Guardians of the Galaxy,2014,Comedy ,10,0.23290732808480008
Guardians of the Galaxy,2014,Comedy ,10,0.2681599765491635
Guardians of the Galaxy,2014,Comedy ,10,0.2495634352557014
Guardians of the Galaxy,2014,Comedy ,8,-0.072876188
Guardians of the Galaxy,2014,Comedy ,9,0.2498488514481955
Guardians of the Galaxy,2014,Comedy ,10,-0.075121424
Guardians of the Galaxy,2014,Comedy ,7,-0.268644735
Guardians of the Galaxy,2014,Comedy ,10,0.6683926385761944
Guardians of the Galaxy,2014,Comedy ,9,-0.046947455
Guardians of the Galaxy,2014,Comedy ,10,0.39470423916408137
Guardians of the Galaxy,2014,Comedy ,9,0.324177343
Guardians of the Galaxy,2014,Comedy ,10,0.2236335777279688
Guardians of the Galaxy,2014,Comedy ,10,0.13276639385108865
Guardians of the Galaxy,2014,Comedy ,10,-0.00334893
Guardians of the Galaxy,2014,Comedy ,10,0.12061212378424431
Guardians of the Galaxy,2014,Comedy ,10,0.2158978794615592
Guardians of the Galaxy,2014,Comedy ,10,0.22070559642716794
Guardians of the Galaxy,2014,Comedy ,7,0.3603568402682335
Guardians of the Galaxy,2014,Comedy ,5,-0.264713237
Guardians of the Galaxy,2014,Comedy ,9,0.5385833427433184
Guardians of the Galaxy,2014,Comedy ,9,0.2286039689223725
Guardians of the Galaxy,2014,Comedy ,7,0.1030955600357282
Guardians of the Galaxy,2014,Comedy ,7,0.086292881
Guardians of the Galaxy,2014,Comedy ,Null,-0.044113215
Guardians of the Galaxy,2014,Comedy ,10,0.6187939852820726
Guardians of the Galaxy,2014,Comedy ,8,0.19663496673692712
Guardians of the Galaxy,2014,Comedy ,9,0.1644944285812803
Guardians of the Galaxy,2014,Comedy ,10,-0.095284637
Guardians of the Galaxy,2014,Comedy ,9,0.5190097700283174
Guardians of the Galaxy,2014,Comedy ,9,0.3430575651798252
Guardians of the Galaxy,2014,Comedy ,7,-0.103338849
Guardians of the Galaxy,2014,Comedy ,Null,-0.176305964
Guardians of the Galaxy,2014,Comedy ,7,0.3947088425464766
Guardians of the Galaxy,2014,Comedy ,7,0.21131866287132958
Guardians of the Galaxy,2014,Comedy ,7,-0.031583509
Guardians of the Galaxy,2014,Comedy ,9,0.5660417213302918
Guardians of the Galaxy,2014,Comedy ,9,-0.037864608
Guardians of the Galaxy,2014,Comedy ,7,0.27263187204925754
Guardians of the Galaxy,2014,Comedy ,10,0.10163562918456599
Guardians of the Galaxy,2014,Comedy ,8,-0.014761277
Guardians of the Galaxy,2014,Comedy ,7,0.064217636
Guardians of the Galaxy,2014,Comedy ,7,0.14117889862265015
Guardians of the Galaxy,2014,Comedy ,8,-0.086167639
Guardians of the Galaxy,2014,Comedy ,9,0.13070487046787968
Guardians of the Galaxy,2014,Comedy ,9,0.36917099637242906
Guardians of the Galaxy,2014,Comedy ,10,0.23265603350837846
Guardians of the Galaxy,2014,Comedy ,10,0.49216128613101184
Guardians of the Galaxy,2014,Comedy ,8,0.084722218
Guardians of the Galaxy,2014,Comedy ,8,0.002661917
Guardians of the Galaxy,2014,Comedy ,8,0.1576416465530864
Guardians of the Galaxy,2014,Comedy ,7,0.034601561
Guardians of the Galaxy,2014,Comedy ,9,-0.119279009
Guardians of the Galaxy,2014,Comedy ,8,-0.019019713
Guardians of the Galaxy,2014,Comedy ,9,0.074381618
Guardians of the Galaxy,2014,Comedy ,9,0.032977017
Guardians of the Galaxy,2014,Comedy ,9,0.23831065979492033
Guardians of the Galaxy,2014,Comedy ,1,-0.190701822
Guardians of the Galaxy,2014,Comedy ,10,0.30913221626521875
Guardians of the Galaxy,2014,Comedy ,10,0.39918768806510574
Guardians of the Galaxy,2014,Comedy ,9,0.5268055674863957
Guardians of the Galaxy,2014,Comedy ,9,0.44117296810516676
Guardians of the Galaxy,2014,Comedy ,3,-0.213127244
Guardians of the Galaxy,2014,Comedy ,3,-0.009641534
Guardians of the Galaxy,2014,Comedy ,4,0.055114927
Guardians of the Galaxy,2014,Comedy ,8,-0.099994307
Guardians of the Galaxy,2014,Comedy ,10,0.2144827333948446
Guardians of the Galaxy,2014,Comedy ,10,0.48675761996587474
Guardians of the Galaxy,2014,Comedy ,8,-0.000801189
Guardians of the Galaxy,2014,Comedy ,5,-0.081232188
Guardians of the Galaxy,2014,Comedy ,8,0.3924533612527547
Guardians of the Galaxy,2014,Comedy ,10,0.16104481963054842
Guardians of the Galaxy,2014,Comedy ,9,0.1716688720529255
Guardians of the Galaxy,2014,Comedy ,10,-0.24680085
Guardians of the Galaxy,2014,Comedy ,10,-0.141499721
Guardians of the Galaxy,2014,Comedy ,10,0.3124931118712515
Guardians of the Galaxy,2014,Comedy ,10,0.13748955432314183
Guardians of the Galaxy,2014,Comedy ,10,0.3645977118263267
Guardians of the Galaxy,2014,Comedy ,9,0.456382015
Guardians of the Galaxy,2014,Comedy ,9,0.20024574732076844
Guardians of the Galaxy,2014,Comedy ,10,-0.101865503
Guardians of the Galaxy,2014,Comedy ,4,-0.22946733
Guardians of the Galaxy,2014,Comedy ,1,-0.543286391
Guardians of the Galaxy,2014,Comedy ,10,0.5555372172737418
Guardians of the Galaxy,2014,Comedy ,6,-0.249600263
Guardians of the Galaxy,2014,Comedy ,4,-0.101884831
Guardians of the Galaxy,2014,Comedy ,5,-0.213820566
Guardians of the Galaxy,2014,Comedy ,10,0.055607641802863254
Guardians of the Galaxy,2014,Comedy ,6,-0.446117182
